categoria,subcategoria,nombre,precio,url,descripcion,tienda
Arcilla Alta temperatura,Gres,PA84WM2502 Gres crema chamotado 0-0.2 Sibelco 10Kg,14.05€,https://anper.net/productos/291/arcilla-alta-temperatura/pa84wm2502-gres-crema-chamotado-0-0-2-sibelco-10kg,Rango cocción: 1000ºC-1300ºC,Anper
Arcilla Alta temperatura,Gres,PA84WM2502B Gres caqui chamotado 0-0.2 Sibelco 10Kg,14.30€,https://anper.net/productos/292/arcilla-alta-temperatura/pa84wm2502b-gres-caqui-chamotado-0-0-2-sibelco-10kg,Rango cocción: 1000ºC-1300ºC,Anper
Arcilla Alta temperatura,Gres,PA84WM3020FS gres Blanco Chamota Negra Sibelco 10Kg,15.44€,https://anper.net/productos/1136/arcilla-alta-temperatura/pa84wm3020fs-gres-blanco-chamota-negra-,"Fabricante: Sibelco
  Rango cocción: 1000ºC-1250ºC",Anper
Arcilla Alta temperatura,Gres,PA84WMS2502 Gres crema moteado 0-0.2 Sibelco 10Kg,14.80€,https://anper.net/productos/293/arcilla-alta-temperatura/pa84wms2502-gres-crema-moteado-0-0-2-sibelco-10kg,Rango cocción: 1100ºC-1280ºC,Anper
Arcilla Alta temperatura,Gres,PA84WSZ2005 Gres blanco chamotado 0-0.5 Sibelco 10Kg,16.38€,https://anper.net/productos/294/arcilla-alta-temperatura/pa84wsz2005-gres-blanco-chamotado-0-0-5-sibelco-10kg,Rango cocción: 1000ºC-1280ºC,Anper
Arcilla Alta temperatura,Gres,"PCLI Pasta de gres con pasta de papel 12,5Kg PA84PCLI",17.28€,https://anper.net/productos/267/arcilla-alta-temperatura/pcli-pasta-de-gres-con-pasta-de-papel-12-5kg-pa84pcli,"Pasta de gres con fibra de papel con chamota impalpable 0-0.2 mm. Ideal para tornear y modelar. Disponible en pasta plástica extrusionada.
 Diseñada para cerámica artística y escultura, siendo idónea, por su gran plasticidad, para torno y modelado. Está especialmente indicada para la realización de formas imposibles y de secado difícil. La presencia de fibras de papel en su interior evitan la formación de grietas y deformaciones, y convierten la PCL en un medio de expresión artísitico extraordinario. Es inodora.
 Rango de cocción: 1100ºC-1260ºC
Descargar: Ficha técnica",Anper
Arcilla Alta temperatura,Porcelana,ALETSCH Porcelana con moloquita 5Kg PA84ALET,19.06€,https://anper.net/productos/1057/arcilla-alta-temperatura/aletsch-porcelana-con-moloquita-5kg,"Porcelana con moloquita

Aletsch es una porcelana blanca con 20% de chamota 0.2-0.5 mm de moloquita. La moloquita confiere a la porcelana una textura muy particular y le proporciona un excelente comportamiento durante el secado y la cocción. Su fórmula es muy estable y permite un rango de cocción seguro entre 1230 y 1270 °C. Disponible en pasta plástica extrusionada. Se presenta en un práctico formato cilíndrico de 5 kg con doble envase.

Temperatura de cocción: 1230-1270ºC
Temperatura bizcocho: 1000ºC
Humedad: 20%
Plasticidad (IP Atterberg): 8
Calcimetría (CaCO3): 0%
Contracción secado: 4.0%
Contracción cocción (1250ºC): 7.7%
Porosidad (absorción de agua 1250ºC): 0.2%
Resistencia mecánica en seco: 1.6 N/mm2
Resistencia mecánica cocido (1250ºC): 22.5 N/mm2
Coeficiente dilatación (25-500ºC): 52.7x10^-7ºC^-1",Anper
Arcilla Alta temperatura,Porcelana,ANETO Porcelana Blanca Aneto 5Kg PA84ANETO,13.61€,https://anper.net/productos/848/arcilla-alta-temperatura/aneto-porcelana-blanca-aneto-5kg-pa84aneto,"Aneto es una porcelana blanca traslúcida que destaca por su alta plasticidad, lo que la hace excepcional para trabajar al torno y para modelar. Su fórmula es muy estable y permite un rango de cocción seguro entre 1230 y 1270ºC. Disponible en pasta plástica extrusionada. Se presenta en un práctico formato cilíndrico de 5 kg con doble envase.

Temperatura de cocción: 1230-1270ºC
Temperatura bizcocho: 1000ºC
Humedad: 21%
Plasticidad (IP Atterberg): 11
Calcimetría (CaCO3): 0%
Contracción secado: 4.0%
Contracción cocción (1250ºC): 9.8%
Porosidad (absorción de agua 1250ºC): 0.0%
Resistencia mecánica en seco: 3.1 N/mm2
Resistencia mecánica cocido (1250ºC): 45.2 N/mm2
Coeficiente dilatación (25-500ºC): 59.2x10^-7ºC^-1

Presentación: doble envase, paquetes 5 kg",Anper
Arcilla Alta temperatura,Porcelana,BLACK-ICE Porcelana Negra 5Kg. PA84BLACKICE,18.43€,https://anper.net/productos/849/arcilla-alta-temperatura/black-ice-porcelana-negra-5kg-pa84blackice,"Black Ice es una porcelana negra que destaca por su bello color negro grafito. Presenta una elevada plasticidad, lo que la hace idónea para trabajar al torno y para modelar. Su fórmula es muy estable y permite un rango de cocción seguro entre 1200 y 1240ºC. Disponible en pasta plástica extrusionada. Se presenta en un práctico formato cilíndrico de 5 kg con doble envase.

Temperatura de cocción: 1200-1240ºC
Temperatura bizcocho: 1000ºC
Humedad: 20%
Plasticidad (IP Atterberg): 11
Calcimetría (CaCO3): 0%
Contracción secado: 5.4%
Contracción cocción (1220ºC): 10.3%
Porosidad (absorción de agua 1220ºC): 0.0%
Resistencia mecánica en seco: 3.1 N/mm2
Resistencia mecánica cocido (1220ºC): 39.8 N/mm2
Coeficiente dilatación (25-500ºC): 54.3x10^-7ºC^-1

Presentación: doble envase, paquetes 5 kg",Anper
Arcilla Alta temperatura,Porcelana,CELLULAIN Porcelana con fibra de papel 5Kg PA84CELLU,19.06€,https://anper.net/productos/1058/arcilla-alta-temperatura/cellulain-porcelana-con-fibra-de-papel-5kg,"Porcelana con fibra de papel

Cellulain es una porcelana blanca traslúcida con fibra de papel que destaca por su excepcional plasticidad, lo que la hace única para el modelado. Está especialmente diseñada para la creación en porcelana de formas imposibles. La presencia de fibras de papel en su interior evita la formación de grietas y deformaciones, convirtiéndola en un medio de expresión artística muy particular. Su fórmula es muy estable y permite un rango de cocción seguro entre 1230 y 1270ºC. Disponible en pasta plástica extrusionada. Se presenta en un práctico formato cilíndrico de 5 kg con doble envase.

Temperatura de cocción: 1230-1270ºC
Temperatura bizcocho: 1000ºC
Humedad: 26%
Plasticidad (IP Atterberg): 11
Calcimetría (CaCO3): 0%
Contracción secado: 4.4%
Contracción cocción (1250ºC): 11.4%
Porosidad (absorción de agua 1250ºC): 2.8%
Resistencia mecánica en seco: 4.5 N/mm2
Resistencia mecánica cocido (1250ºC): 21.0 N/mm2
Coeficiente dilatación (25-500ºC): 58.8x10-7ºC-1",Anper
Arcilla Alta temperatura,Porcelana,JADE Porcelana imperial translúcida -PA84JADE 5Kg,29.48€,https://anper.net/productos/1122/arcilla-alta-temperatura/jade-porcelana-imperial-translucida-PA84JADE5kg,"Jade es una porcelana super translúcida procedente de la ciudad de Jingdezhen, capital mundial de la porcelana y cuna de la porcelana imperial china desde hace 1.700 años. Se caracteriza por su extraordinaria translucidez y blancura. Es ideal para porcelana decorativa y vajilla. Disponible en pasta plástica extrusionada. Se presenta en un práctico formato cilíndrico de 5 kg con doble envase.

Temperatura de cocción: 1260-1290ºC
Temperatura bizcocho: 1000ºC
Humedad: 25%
Plasticidad (IP Atterberg): 9
Calcimetría (CaCO3): 0%
Contracción secado: 5.9%
Contracción cocción (1270ºC): 10.2%
Porosidad (absorción de agua 1270ºC): 0.0%
Resistencia mecánica en seco: 2.4 N/mm2
Resistencia mecánica cocido (1270ºC): 44.0 N/mm2
Coeficiente dilatación (25-500ºC): 66x10^-7ºC^-1

Presentación: doble envase, paquetes 5 kg",Anper
Arcilla Alta temperatura,Porcelana,LAGOON porcelana azul turquesa 5kg,19.52€,https://anper.net/productos/1254/arcilla-alta-temperatura/lagoon-porcelana-azul-turquesa-5kg,"LAGOON es una porcelana que destaca por su bella y estimulante gama de azules turquesa en su rango de cocción. Presenta una elevada plasticidad, lo que la hace idónea para trabajar al torno y para modelar. Su fórmula es muy estable y permite un rango de cocción seguro entre 1200 y 1240ºC (atmósfera oxidante). Apto para vajilla (food-safe), según ISO 6486. Disponible en pasta plástica extrusionada. Se presenta en formato cilíndrico de 5 kg en caja de cartón.
  Temperatura de cocción: 1200-1240ºC
Temperatura bizcocho: 1000ºC
Humedad: 23%
Plasticidad (IP Atterberg): 11
Calcimetría (CaCO3): 0%
Contracción secado: 5.6%
Contracción cocción 1240ºC: 10.6%
Porosidad (absorción de agua) 1240ºC: 0.0%
Resistencia mecánica en seco: 2.2 N/mm2
Resistencia mecánica cocido 1240ºC: 46.3 N/mm2
Coeficiente dilatación 1240ºC (25-500ºC): 64.9x10^-7ºC^-1",Anper
Arcilla Alta temperatura,Porcelana,LOTUS Porcelana imperial extra blanca -PA84LOTUS 5Kg,21.53€,https://anper.net/productos/1123/arcilla-alta-temperatura/lotus-porcelana-imperial-extra-blanca-pa84lotus-5kg,"Porcelana imperial extra blanca

Lotus es una porcelana extra blanca procedente de la ciudad de Jingdezhen, capital mundial de la porcelana y cuna de la porcelana imperial china desde hace 1.700 años. Se caracteriza por su extraordinaria blancura y es ideal para vajilla y porcelana decorativa. Disponible en pasta plástica extrusionada. Se presenta en un práctico formato cilíndrico de 5 kg con doble envase.

Temperatura de cocción: 1260-1290ºC
Temperatura bizcocho: 1000ºC
Humedad: 24%
Plasticidad (IP Atterberg): 9
Calcimetría (CaCO3): 0%
Contracción secado: 5.8%
Contracción cocción (1270ºC): 9.1%
Porosidad (absorción de agua 1270ºC): 0.0%
Resistencia mecánica en seco: 2.3 N/mm2
Resistencia mecánica cocido (1270ºC): 48.0 N/mm2
Coeficiente dilatación (25-500ºC): 65.1x10^-7ºC^-1

Presentación: doble envase, paquetes 5 kg",Anper
Arcilla Alta temperatura,Porcelana,PA000811 Porcelana colaje Porc-03,"1Kg
2.78€
5Kg
11.98€
25Kg
33.83€",https://anper.net/productos/249/arcilla-alta-temperatura/pa000811-porcelana-colaje-porc-03,"PASTA CERAMICA TIPO PORCELANA
Porcelain ceramic body / Pâte céramique de porcelaine
POLVO ATOMIZADO PRE-DEFLOCULADO
Pre-deffloculated spray dried powder / Poudre atomisée pre-defloculée
APLICACIÓN : COLAJE
Usage : Casting / Usage : Coulage
  PROPIEDADES EN CRUDO / Green properties / Propietés en crú
PREPARACION BARBOTINA :
Para obtener una barbotina de densidad aproximada a 1750 g/l se necesitan de 40 a 42 litros de agua para 100 kg de pasta. La viscosidad recomendada para colar es de 90 – 120 segundos copa Ford nº 4 (500– 900 cP). Si fuera superior, añadir silicato sódico en pequeñas cantidades (de 5 en 5 cc). In order to prepare a casting slip of density about 1750 g/l must be added 40 to 42 liters of water for 100 kg of ceramic body. Recomended viscosity is about 90 – 120 seconds in Ford cup nº 4 (500–800 cP). If viscosity is higher then adjust by adding sodium silicate in small quantities. Pour obtenir une barbotine de densité environ 1750 g/l est nécessaire ajouter 40 - 42 litres d’eau pour 100 kg de pâte . La viscosité recommandée pour coulage c’est 90 – 120 seconds coupe Ford nº 4 (500-800 cP) . Si la viscosité c’est superior , ajouter silicate de soude en petites quantites. 
CONTRACCION DE SECADO – Drying shrinkage – Retrait de sechage... 3.5 – 4.5 %
PÉRDIDA AL FUEGO - Loss on ignition – Perte au feu..... 5.5 – 6.5 %
  PROPIEDADES EN COCIDO / Fired properties / Propietés apres cuisson
TEMPERATURA COCCION - Firing Temperature – Temperature de cuisson.. 1250º - 1280ºC
COLOR EN COCIDO – Fired colour – Couleur cuit.... BLANCO
DENSIDAD APARENTE - Apparent density – Densité apparente... 2.32 – 2.42 g . cm-3
ABSORCIÓN DE AGUA - Water absorption – Absorption d’eau.. 0 %
CONTRACCIÓN DE COCCIÓN - Firing shrinkage – Retrait á cuit..... 9 – 12 %
50-300ºC).....55 – 60 x10-7 ºC-1
50-700ºC)........ 60 – 65 x10-7 ºC-1
  PROPIEDADES MECANICAS / Mechanical properties / Propietés mechaniques
RESIST. MECANICA A LA FLEXION - Flexure strenght - Resistance á la flexion ... Mayor de 700 MPa
  RESIST. CHOQUE TERMICO - Shock thermal resis. - Resist. au choc thermique ....T Mínimo 150ºC",Anper
Arcilla Alta temperatura,Porcelana,PA000822 Pasta Porcelana SAF 10Kg,10.01€,https://anper.net/productos/252/arcilla-alta-temperatura/pa000822-pasta-porcelana-saf-10kg,"  Porcelana SAF
SAF XTR
  Porcelana para trabajar a mano o en prensa, presentación en masa extrusionada y con envasado al vacío.

Por su plasticidad es apta para trabajar al torno y para modelar.

Se fabrica también a dureza prensa para la realización de vajillas.

Temperatura de cocción de 1260-1300ºC.
  Envasado
Sacos de 20 kg         
  Ficha técnica",Anper
Arcilla Alta temperatura,Porcelana,PA000823 Porcelana húmeda TM 10Kg,13.71€,https://anper.net/productos/253/arcilla-alta-temperatura/pa000823-porcelana-humeda-tm-10kg,"Porcelana TM
  ANÁLISIS QUÍMICO
SiO2     58.80%
Al2O3   27.80%
Fe2O3  0.25%
Ti O2    0.10%
MgO     0.20%
CaO     0.30%
K2O     2.80%
 Na2O   0.60%
Pérdida por calcinación            8.80%  
  DISTRIBUCIÓN GRANULOMÉTRICA
Partículas > 0.045 mm  .1,00%   
  MÓDULO DE RUPTURA
Seco   40º C     18.00   Kg/cm2      
  CONTRACCIÓN LINEAL
Húmedo-seco   3.50%
Seco-cocido  1.280 ºC  11.00%   
  TEMPERATURA...1.250 –1.320ºC 
  COEFICIENTE DE ABSORCIÓN DE AGUA  1.280 ºC.    0.10%    
  COEFICIENTE DE DILATACIÓN TÉRMICA
Lineal       10-7 ºC-1 (20 a 410 ºC)          54
Cúbico      (20 a 410 ºC)            162
       PRESENTACIÓN       
•       Pasta 
  Valores medios facilitados a título de orientación sin que constituyan condición, garantía, ni compromiso.",Anper
Arcilla Alta temperatura,Porcelana,PA84PC010B Porcelana Blanca Limoge 1230-1280ºC 25Kg,84.52€,https://anper.net/productos/266/arcilla-alta-temperatura/pa84pc010b-porcelana-blanca-limoge-1230-1280-c-25kg,"DESCRIPCIÓN
Pasta de porcelana blanca de Limoges (translúcida), para el conformado por colaje. Para cerámica artística, decorativa y vajilla. Temperatura recomendada en oxidación 1230ºC y en reducción 1280ºC. Temperatura del bizcocho 950º-980ºC en oxidación.
  Presentación:
Humedad aprox............. 5%
Descripción................... Porcelana blanca en polvo para colaje
  PREPARACIÓN DE LA BARBOTINA.
PC 010B........................ 20Kg
Agua............................. 7,4Kg
Densidad....................... 1,73 – 1,75 g/cm3
  Fluidez copa Ford.......... 30 – 90 seg
 ",Anper
Arcilla Alta temperatura,Porcelana,PA84PT010B KPCL Porcelana blanca limoges 20Kg,61.71€,https://anper.net/productos/287/arcilla-alta-temperatura/pa84pt010b-kpcl-porcelana-blanca-limoges-20kg,"DESCRIPCIÓN.
Pasta de porcelana blanca de Limoges (translúcida). Para torno y modelado. Para cerámica artística, decorativa y vajilla.
Temperatura recomendada en oxidación 1230ºC y en reducción 1270ºC. Temperatura del bizcocho 950º-980ºC en oxidación.
  Presentación:
Humedad  aprox... 26%
Consistencia base mm...20
  Consistencia Kg....5.0 – 6.0",Anper
Arcilla Alta temperatura,Porcelana,PAVDARTIKA Porcelana Blanca Ártica Colaje 1260-1300ºC 25Kg,46.53€,https://anper.net/productos/307/arcilla-alta-temperatura/pavdartika-porcelana-blanca-artica-colaje-1260-1300-c-25kg,"Porcelana muy blanca y muy translúcida.

Apta para la fabricación de vajillas y piezas decorativas.

Para su preparación hay que añadir agua, lleva el defloculante incorporado.
Envasado
Sacos 25 kg
Descargar: Ficha técnica        ",Anper
Arcilla Alta temperatura,Porcelana,PAVDARTIKA Porcelana Blanca Ártica húmeda 1260-1300ºC 10Kg,13.03€,https://anper.net/productos/306/arcilla-alta-temperatura/pavdartika-porcelana-blanca-artica-humeda-1260-1300-c-10kg,"Porcelana desarrollada especialmente para trabajos de torno y modelado.

Se presenta en masa extrusionada.

Temperatura de cocción de 1260-1300ºC.

Se caracteriza por su blancura y translucidez.
Descargar: Ficha técnica",Anper
Arcilla Alta temperatura,Porcelana,PAVDBC10 Porcelana Translúcida-Blanca húmeda 10Kg,12.41€,https://anper.net/productos/308/arcilla-alta-temperatura/pavdbc10-porcelana-translucida-blanca-humeda-10kg,"Porcelana para trabajar a mano o en prensa, presentación en masa extrusionada y con envasado al vacío.

Por su plasticidad es apta para trabajar al torno y para modelar.

Se fabrica también a dureza prensa para la elaboración de vajillas.

Temperatura de cocción de 1260-1300ºC.

Le caracteriza su blancura y translucidez
Descargar: Ficha técnica",Anper
Arcilla Alta temperatura,Porcelana,PAVDBC10C Porcelana Translúcida-Blanca Colage 25Kg,39.07€,https://anper.net/productos/1233/arcilla-alta-temperatura/pavdbc1c0-porcelana-translucida-blanca-colage-25kg,"Porcelana para trabajar a mano o en prensa, presentación en masa extrusionada y con envasado al vacío.

Por su plasticidad es apta para trabajar al torno y para modelar.

Se fabrica también a dureza prensa para la elaboración de vajillas.

Temperatura de cocción de 1260-1300ºC.

Le caracteriza su blancura y translucidez
Descargar: Ficha técnica",Anper
Arcilla Alta temperatura,Porcelana,UPSALA Porcelana azul 5Kg 9A84UPSA,21.15€,https://anper.net/productos/1054/arcilla-alta-temperatura/upsala-porcelana-azul-5kg,"Porcelana azul

Upsala es una porcelana azul que destaca por su exclusivo color azul cobalto. Presenta una elevada plasticidad, lo que la hace idónea para trabajar al torno y para modelar. Su fórmula es muy estable y permite un rango de cocción seguro entre 1200 y 1240ºC. Disponible en pasta plástica extrusionada. Se presenta en un práctico formato cilíndrico de 5 kg con doble envase.

Temperatura de cocción: 1200-1240ºC
Temperatura bizcocho: 1000ºC
Humedad: 21%
Plasticidad (IP Atterberg): 11
Calcimetría (CaCO3): 0%
Contracción secado: 5.2%
Contracción cocción (1220ºC): 10.4%
Porosidad (absorción de agua 1220ºC): 0.0%
Resistencia mecánica en seco: 3.3 N/mm2
Resistencia mecánica cocido (1220ºC): 47.2 N/mm2
Coeficiente dilatación (25-500ºC): 58.3x10^-7ºC^-1

Presentación: doble envase, paquetes 5 kg",Anper
Arcilla Alta temperatura,Refractaria,"BARCINO Refractaria gris 0-1.5mm 12,5Kg PA84BARCI",16.70€,https://anper.net/productos/1055/arcilla-alta-temperatura/barcino-refractaria-gris-0-1-5mm-12-5kg,"Refractaria gris 0-1.5 mm

Pasta refractaria gris con 40% chamota media 0-1.5 mm. Diseñada para cerámica artística y decorativa, es ideal para esculturas de mayor tamaño y piezas grandes de exterior. El elevado contenido en chamota confiere carácter a la pieza cerámica y le proporciona un excelente comportamiento durante el secado y la cocción. En función de la temperatura de cocción, desarrolla una bella gama de grises, desde el tono cemento al gris oscuro, que satisface las tendencias más vanguardistas en cerámica artística y decorativa. Disponible en pasta plástica extrusionada.

Temperatura de cocción: 1200-1300ºC
Temperatura bizcocho: 1000ºC
Humedad: 17%
Plasticidad (IP Atterberg): 16
Calcimetría (CaCO3): 0%
Contracción secado: 4.5%
Contracción cocción (1300ºC): 3.9%
Porosidad (absorción de agua 1300ºC): 4.5%
Resistencia mecánica en seco: 2.3 N/mm2
Resistencia mecánica cocido (1300ºC): 21.1 N/mm2
Coeficiente dilatación (25-500ºC): 57.5x10^-7ºC^-1",Anper
Arcilla Alta temperatura,Refractaria,"BERLIN Pasta refractaria gris 0-0.2mm 12,5Kg PA84BERLIN",16.70€,https://anper.net/productos/1246/arcilla-alta-temperatura/berlin-pasta-refractaria-gris-0-0-2mm-12-5kg-pa84berlin,"Pasta refractaria gris con 40% chamota impalpable 0-0.2 mm. Diseñada para cerámica artística, es ideal para para tornear y modelar piezas con finos detalles y superficie lisa. El elevado contenido en chamota le proporciona un excelente comportamiento durante el secado y la cocción. En función de la temperatura de cocción, desarrolla una bella gama de grises, desde el tono cemento al gris oscuro, que satisface las tendencias más vanguardistas en cerámica artística. Apto para vajilla (food-safe), según ISO 6486. Disponible en pasta plástica extrusionada.
Temperatura de cocción: 1200-1300ºC
Temperatura bizcocho: 1000ºC
Humedad: 19%
Plasticidad (IP Atterberg): 16
Calcimetría (CaCO3): 0%
Contracción secado: 5.7%
Contracción cocción (1300ºC): 6.7%
Porosidad (absorción de agua 1300ºC): 0.1%
Resistencia mecánica en seco: 2.9 N/mm2
Resistencia mecánica cocido (1300ºC): 42.9 N/mm2
Coeficiente dilatación (25-500ºC): 53.8x10^-7ºC^-1

Presentación: envasado, paquetes 12.5 kg",Anper
Arcilla Alta temperatura,Refractaria,"BG02 Pasta Gres-refractario Blanco 0-0,2mm 12,5Kg",15.13€,https://anper.net/productos/309/arcilla-alta-temperatura/bg02-pasta-gres-refractario-blanco-0-0-2mm-12-5kg,"BG 0.02
  Gres refractario blanco, conocido también como gres rafael contiene un 30% de chamota, granulometria de 0-0.2 mm.

Color blanco en oxidación y crema en reducción .

Temperatura de cocción 1280ºC.

Por su plasticidad y finura se trabja bien para tornear y para modelar.

Recomendado para RAKU
  Descargar: Ficha técnica ",Anper
Arcilla Alta temperatura,Refractaria,"BG05 Pasta Gres-refractario Blanco 0-0,5mm 12,5Kg",15.13€,https://anper.net/productos/310/arcilla-alta-temperatura/bg05-pasta-gres-refractario-blanco-0-0-5mm-12-5kg,"BG 0.05
  Gres refractarío blanco, conocido también como Gres Rafael. contiene un 30% de chamota, granulometría de 0-0.5 mm.

Color blanco en oxidación y crema en reducción.

Temperatura de ccocción 1280ºC.

Recomendado pora torno, modelado y escultura.

Por su color blanco desarrollan muy bien los esmaltes.

Idóneo para Raku
  Descargar: Ficha técnica",Anper
